,name,epochs,dropout,optimizer,activation,batch_size,initializer,learning_rate,layer_size_hl1,layer_size_hl2,layer_size_hl3,layer_size_hl4,layer_size_hl5,optmizer,layerSizeH1,layerSizeHl1,layerSizeHl2,layer_size,channels_one,channels_two,initializer,layer_size_hl2,_timestamp,id,dropout,_runtime,accuracy,optimizer,epochs,best_epoch,layer_size_hl1,batch_size,val_accuracy,best_val_loss,loss,_step,epoch,val_loss,activation,learning_rate,layer_size_hl3,graph,layer_syze_hl3,layer_syze_hl1,layer_syze_hl2,val_categorical_crossentropy,categorical_crossentropy,layer_syze_hl4,layer_syze_hl5,layer_syze
554,celestial-sweep-45,424,0.21042726295669983,rmsprop,tanh,,random_normal,,198,13,269,,,,,,,,,,random_normal,,1588903646.0133731,e10c7b10,0.21042726295669983,1200.1988444328308,0.7880555391311646,rmsprop,424,391.0,,,0.7895833253860474,0.4272607266902923,0.4396263062953949,424.0,423.0,0.43791037797927856,tanh,,,"{'_type': 'graph-file', 'sha256': 'ccba66f245cd2843f9eece037ab99b0a6a7ac3ca2a0e750ff4601dd96f34f734', 'path': 'media/graph/graph_summary_ccba66f2.graph.json', 'size': 1128}",269,198,13,,,,,
555,graceful-sweep-44,403,0.14693282056995816,rmsprop,tanh,,random_normal,,126,87,343,,,,,,,,,,random_normal,,1588904109.5403948,67395fba,0.14693282056995816,1869.0583024024963,0.7745139002799988,rmsprop,403,399.0,,,0.7739087343215942,0.4260549249866652,0.4768787379562855,403.0,402.0,0.4698663792321606,tanh,,,"{'path': 'media/graph/graph_summary_4abd0a41.graph.json', 'size': 1130, '_type': 'graph-file', 'sha256': '4abd0a419cd2b313a18a214d527bc865dc0e9e8516d9d76fbd5d6dd3a1ba6b06'}",343,126,87,,,,,
556,celestial-sweep-43,318,0.10924955889194986,rmsprop,tanh,,random_normal,,159,91,342,,,,,,,,,,random_normal,,1588877045.803091,2a403eee,0.10924955889194986,1535.6398429870603,0.7707291841506958,rmsprop,318,303.0,,,0.7620535492897034,0.4366760191818078,0.4605180364019341,318.0,317.0,0.4661773170270617,tanh,,,"{'_type': 'graph-file', 'sha256': '82cfa138128929a828d7ba4112867472e9265b039e77668bcd154df75db944a4', 'path': 'media/graph/graph_summary_82cfa138.graph.json', 'size': 1130}",342,159,91,,,,,
557,stilted-sweep-42,412,0.12454245543483523,adam,tanh,,random_normal,,131,76,320,,,,,,,,,,random_normal,,1588876405.426503,4e21b468,0.12454245543483523,1690.625500202179,0.7906944155693054,adam,412,406.0,,,0.7924603223800659,0.4165524542331696,0.4212530851364136,412.0,411.0,0.4196754992008209,tanh,,,"{'sha256': '59b24dcb2eaf90859213326bc309232860b2fdb8530f0cf5e954e7906ec89dbe', 'path': 'media/graph/graph_summary_59b24dcb.graph.json', 'size': 1130, '_type': 'graph-file'}",320,131,76,,,,,
558,likely-sweep-41,231,0.18332064069311169,adam,tanh,,random_normal,,124,128,310,,,,,,,,,,random_normal,,1588875490.6225903,095d5bd2,0.18332064069311169,894.8010256290436,0.7721874713897705,adam,231,204.0,,,0.7708333134651184,0.4329418118510928,0.4533565923985507,231.0,230.0,0.45036761571490574,tanh,,,"{'path': 'media/graph/graph_summary_009f0a8f.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': '009f0a8f50c70fd0410888a18fe975238c25540ac41440a316c06abff475cdc7'}",310,124,128,,,,,
559,dandy-sweep-40,246,0.14455410496578516,adam,tanh,,random_normal,,141,134,386,,,,,,,,,,random_normal,,1588874694.8703237,9b836d80,0.14455410496578516,1138.787877559662,0.7873263955116272,adam,246,209.0,,,0.79067462682724,0.4234474301338196,0.43012484908103943,246.0,245.0,0.4272104799747467,tanh,,,"{'_type': 'graph-file', 'sha256': '207d2ff09a3c82a3209c55960eaedb14e789ed8441f9af78fe6132b5d38bba24', 'path': 'media/graph/graph_summary_207d2ff0.graph.json', 'size': 1132}",386,141,134,,,,,
560,vague-sweep-39,250,0.16029776526179146,rmsprop,tanh,,random_normal,,124,22,55,,,,,,,,,,random_normal,,1588874575.6432848,90a40cf4,0.16029776526179146,1041.176616191864,0.7610416412353516,rmsprop,250,247.0,,,0.7565476298332214,0.4348996558714481,0.48034816920757295,250.0,249.0,0.4807981758954979,tanh,,,"{'_type': 'graph-file', 'sha256': 'e837712ff770429562995480ed0d9081aa8715baadfc3075f9d79c687d4f12ab', 'path': 'media/graph/graph_summary_e837712f.graph.json', 'size': 1126}",55,124,22,,,,,
561,northern-sweep-38,119,0.25280259901228974,adam,tanh,,random_normal,,54,45,301,,,,,,,,,,random_normal,,1588873538.4654613,97a11dc6,0.25280259901228974,418.3547866344452,0.7771875262260437,adam,119,115.0,,,0.7714285850524902,0.4540069103240967,0.4502203166484833,119.0,118.0,0.4576447010040283,tanh,,,"{'path': 'media/graph/graph_summary_35b21895.graph.json', 'size': 1127, '_type': 'graph-file', 'sha256': '35b218958d999e728b31ba67d418cf9fef0a40f29901a38befba2a3f46c86b52'}",301,54,45,,,,,
562,peach-sweep-37,265,0.13742560618820532,rmsprop,tanh,,random_normal,,53,77,407,,,,,,,,,,random_normal,,1588873502.4156497,e9433cec,0.13742560618820532,1107.8910582065582,0.7718055844306946,rmsprop,265,232.0,,,0.7748512029647827,0.4289624567306231,0.4640212829742167,265.0,264.0,0.456184763520483,tanh,,,"{'_type': 'graph-file', 'sha256': '4ba25e992e65f3fbefd7172cfce8ec762a91313e209287cf45b8ba013464627e', 'path': 'media/graph/graph_summary_4ba25e99.graph.json', 'size': 1127}",407,53,77,,,,,
563,radiant-sweep-36,340,0.20125692715999635,rmsprop,tanh,,random_normal,,115,42,251,,,,,,,,,,random_normal,,1588873101.412356,fa8628e4,0.20125692715999635,1103.8696448802948,0.7764583230018616,rmsprop,340,270.0,,,0.7773313522338867,0.43327805399894714,0.4490149915218353,340.0,339.0,0.4498262405395508,tanh,,,"{'size': 1129, '_type': 'graph-file', 'sha256': '0d4a59019a8dd184e213293340bba9ea3154c73d900c1fbdc2b443ac45180188', 'path': 'media/graph/graph_summary_0d4a5901.graph.json'}",251,115,42,,,,,
564,happy-sweep-35,258,0.1901058510693177,adam,tanh,,random_normal,,200,41,357,,,,,,,,,,random_normal,,1588872376.148024,420a7602,0.1901058510693177,1121.132620096207,0.7857638597488403,adam,258,251.0,,,0.7857638597488403,0.4222533003914924,0.43089351442125107,258.0,257.0,0.4271202014315696,tanh,,,"{'_type': 'graph-file', 'sha256': '326d0ce6b6ceb43a47e404c52dcb94c175da22d1a3814f823650fd2f4fe05062', 'path': 'media/graph/graph_summary_326d0ce6.graph.json', 'size': 1129}",357,200,41,,,,,
565,fragrant-sweep-34,348,0.14231296470962795,adam,tanh,,random_normal,,241,18,291,,,,,,,,,,random_normal,,1588871979.3567824,11974de0,0.14231296470962795,1231.6314764022827,0.7831249833106995,adam,348,342.0,,,0.7863591313362122,0.41777557134628296,0.43097662925720215,348.0,347.0,0.4263504147529602,tanh,,,"{'size': 1128, '_type': 'graph-file', 'sha256': '9d93b5c75461ed859fb4c71bdcac734a423dd1930be14235e9ff2f25035363d2', 'path': 'media/graph/graph_summary_9d93b5c7.graph.json'}",291,241,18,,,,,
566,eager-sweep-33,166,0.16716501216250604,adam,sigmoid,,random_normal,,105,10,288,,,,,,,,,,random_normal,,1588871237.3418078,6fbcd506,0.16716501216250604,764.8032393455505,0.7621874809265137,adam,166,162.0,,,0.7624503970146179,0.4609367719008809,0.4657677189509074,166.0,165.0,0.4611152040343436,sigmoid,,,"{'sha256': '227f22df85b865ba1892fcd5d7f36aa60a7f40e0e962d00f1f64f85861950ee5', 'path': 'media/graph/graph_summary_227f22df.graph.json', 'size': 1128, '_type': 'graph-file'}",288,105,10,,,,,
567,smooth-sweep-32,332,0.1595586731430245,rmsprop,tanh,,random_normal,,24,92,282,,,,,,,,,,random_normal,,1588870726.5401168,7a300dcc,0.1595586731430245,1091.784018278122,0.7802083492279053,rmsprop,332,302.0,,,0.773710310459137,0.4440683126449585,0.44411158561706543,332.0,331.0,0.4587666690349579,tanh,,,"{'path': 'media/graph/graph_summary_db4157f1.graph.json', 'size': 1126, '_type': 'graph-file', 'sha256': 'db4157f1c83fc3a0cd1017ca7b5d3029f266c28cdb16f6d78a35dbb8bd589bac'}",282,24,92,,,,,
568,dashing-sweep-31,206,0.10018689438152344,adam,tanh,,random_normal,,120,182,313,,,,,,,,,,random_normal,,1588870450.77529,32a1c8ae,0.10018689438152344,939.612182855606,0.7782986164093018,adam,206,196.0,,,0.7700396776199341,0.4382628331581752,0.4432363700038857,206.0,205.0,0.4546809251819338,tanh,,,"{'sha256': 'cffd5e86ec7ae324be0649be2e899c90c68d7b5236a22e9ff59348c85931e91d', 'path': 'media/graph/graph_summary_cffd5e86.graph.json', 'size': 1132, '_type': 'graph-file'}",313,120,182,,,,,
569,sunny-sweep-30,167,0.10848050964563512,adam,tanh,,random_normal,,30,181,351,,,,,,,,,,random_normal,,1588869614.161394,947105da,0.10848050964563512,794.3676273822784,0.7742013931274414,adam,167,162.0,,,0.7750992178916931,0.44061002135276794,0.4533417522907257,167.0,166.0,0.448212206363678,tanh,,,"{'path': 'media/graph/graph_summary_444e9092.graph.json', 'size': 1128, '_type': 'graph-file', 'sha256': '444e9092450169bd5ce5cc99d3b1b83d696432ebeb918fd45f3d7f8ad283ed3d'}",351,30,181,,,,,
570,skilled-sweep-29,163,0.17614858931296232,rmsprop,tanh,,random_normal,,96,92,401,,,,,,,,,,random_normal,,1588869494.6573398,96572498,0.17614858931296232,675.1876752376556,0.7682291865348816,rmsprop,163,161.0,,,0.7722718119621277,0.44739233501373776,0.4646384345491727,163.0,162.0,0.45723757888116534,tanh,,,"{'size': 1127, '_type': 'graph-file', 'sha256': '5be70b911cde791dc320e4e13b0f2918415dd3104d98ff650816a9476a740af4', 'path': 'media/graph/graph_summary_5be70b91.graph.json'}",401,96,92,,,,,
571,kind-sweep-28,194,0.11249839718040384,adam,tanh,,random_normal,,63,122,346,,,,,,,,,,random_normal,,1588868794.9779284,a4afd95a,0.11249839718040384,806.8432440757751,0.7830555438995361,adam,194,184.0,,,0.7857638597488403,0.42869237065315247,0.4419366121292114,194.0,193.0,0.4387934505939483,tanh,,,"{'path': 'media/graph/graph_summary_f8b4d0d7.graph.json', 'size': 1129, '_type': 'graph-file', 'sha256': 'f8b4d0d77975b134cfc34ff32f97d3196d327c0b91dc1eb76749eaad48e241c8'}",346,63,122,,,,,
572,still-sweep-27,210,0.17219442041780414,rmsprop,tanh,,random_normal,,210,119,416,,,,,,,,,,random_normal,,1588868798.9071453,8635b6d0,0.17219442041780414,865.3195397853851,0.7688888907432556,rmsprop,210,207.0,,,0.7634424567222595,0.4479649108317163,0.498213343554073,210.0,209.0,0.5065369920834663,tanh,,,"{'path': 'media/graph/graph_summary_ec9642fc.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': 'ec9642fccd2897615b3403c9d34ed8f44db6cef6250dff5bb8d226949d6d458e'}",416,210,119,,,,,
573,cerulean-sweep-26,206,0.18986160967303267,adam,tanh,,random_normal,,53,154,322,,,,,,,,,,random_normal,,1588867914.6698816,b79792fa,0.18986160967303267,757.6197965145111,0.7803819179534912,adam,206,204.0,,,0.7853670716285706,0.426316782843972,0.4369661676718129,206.0,205.0,0.4301080127911908,tanh,,,"{'path': 'media/graph/graph_summary_da297d25.graph.json', 'size': 1129, '_type': 'graph-file', 'sha256': 'da297d25ac57734868072e421867d401e7eded7168018779a95ae1a1025452cf'}",322,53,154,,,,,
574,vibrant-sweep-25,262,0.19649165096776625,rmsprop,tanh,,random_normal,,208,121,248,,,,,,,,,,random_normal,,1588867969.3256214,55aaa4d6,0.19649165096776625,972.765521287918,0.7719444632530212,rmsprop,262,241.0,,,0.7755456566810608,0.4376393258571625,0.45423391461372375,262.0,261.0,0.448331356048584,tanh,,,"{'path': 'media/graph/graph_summary_6507feab.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': '6507feab8b594f0ad2c961fc2a8bf32f706bbc9935038887224c7434fac52f59'}",248,208,121,,,,,
575,easy-sweep-24,156,0.1746352874290653,adam,tanh,,random_normal,,168,77,327,,,,,,,,,,random_normal,,1588867136.775428,4c38414c,0.1746352874290653,589.4234907627106,0.7785763740539551,adam,156,151.0,,,0.7811011672019958,0.4339918853508102,0.4451842893742853,156.0,155.0,0.4448294434045989,tanh,,,"{'path': 'media/graph/graph_summary_8b5feef1.graph.json', 'size': 1130, '_type': 'graph-file', 'sha256': '8b5feef1ef4557543f6266f26285ddd67dc97dace91fd7651d3be098704b59d0'}",327,168,77,,,,,
576,wild-sweep-23,259,0.1386956546625717,rmsprop,tanh,,random_normal,,199,206,179,,,,,,,,,,random_normal,,1588866973.5330365,b592dfc4,0.1386956546625717,1104.658878326416,0.7754513621330261,rmsprop,259,235.0,,,0.7725694179534912,0.4453468322753906,0.46207234263420105,259.0,258.0,0.46510469913482666,tanh,,,"{'sha256': '01cd64928068fe342afb0f3a3fbd169a7a048a7647637e83aab26986fccba260', 'path': 'media/graph/graph_summary_01cd6492.graph.json', 'size': 1132, '_type': 'graph-file'}",179,199,206,,,,,
577,iconic-sweep-22,223,0.1524565825105968,adam,tanh,,random_normal,,214,176,272,,,,,,,,,,random_normal,,1588865847.1138592,4b009ec8,0.1524565825105968,1015.932873249054,0.7873958349227905,adam,223,207.0,,,0.7801587581634521,0.4352118968963623,0.4311869740486145,223.0,222.0,0.4456968903541565,tanh,,,"{'path': 'media/graph/graph_summary_da3cc992.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': 'da3cc992f363b9d89bb140996c7090cd597dac1798e6b418c87e4c1b907e2d5f'}",272,214,176,,,,,
578,glowing-sweep-21,450,0.36804927675084986,rmsprop,sigmoid,,random_normal,,266,280,101,,,,,,,,,,random_normal,,1588866527.4184723,a19e0182,0.36804927675084986,1983.9731621742249,0.7550694346427917,rmsprop,450,434.0,,,0.7614583373069763,0.4475647254122628,0.4746497003734112,450.0,449.0,0.46250359297744814,sigmoid,,,"{'path': 'media/graph/graph_summary_00c16950.graph.json', 'size': 1131, '_type': 'graph-file', 'sha256': '00c169503647ccaec3c582208606197fc191c3327386de1e56efde17846c45b4'}",101,266,280,,,,,
579,deep-sweep-20,273,0.15862591754357613,adam,sigmoid,,he_normal,,255,77,217,,,,,,,,,,he_normal,,1588864811.148615,b9fa6c76,0.15862591754357613,1082.2952222824097,0.7718055844306946,adam,273,249.0,,,0.7744543552398682,0.44809457659721375,0.45070815086364746,273.0,272.0,0.450193464756012,sigmoid,,,"{'path': 'media/graph/graph_summary_657ec8aa.graph.json', 'size': 1130, '_type': 'graph-file', 'sha256': '657ec8aac08acc5fcc60f2585fdb9907855a4b4a70d13e0d8f977c360b5b07cc'}",217,255,77,,,,,
580,scarlet-sweep-19,378,0.2922492456975274,adam,sigmoid,,random_normal,,239,119,176,,,,,,,,,,random_normal,,1588864525.3029678,6bd1ee2c,0.2922492456975274,1360.6382522583008,0.7759722471237183,adam,378,366.0,,,0.7752479910850525,0.44169861518201375,0.4463097314867708,378.0,377.0,0.44617661627985183,sigmoid,,,"{'sha256': 'ee8af171554e5260f49185854edbd340839dcd820bf75d77cb9056efe90d47c0', 'path': 'media/graph/graph_summary_ee8af171.graph.json', 'size': 1132, '_type': 'graph-file'}",176,239,119,,,,,
581,wobbly-sweep-18,268,0.17258765308817675,adam,tanh,,he_normal,,172,64,251,,,,,,,,,,he_normal,,1588863709.6449108,77339fea,0.17258765308817675,951.7861037254332,0.7754513621330261,adam,268,236.0,,,0.7813988327980042,0.4281706213951111,0.45105135440826416,268.0,267.0,0.4427166283130646,tanh,,,"{'path': 'media/graph/graph_summary_85317e14.graph.json', 'size': 1130, '_type': 'graph-file', 'sha256': '85317e1444546f6626b46359ff03ecb70467532eccc5e0a8fb0183b7848c21cd'}",251,172,64,,,,,
582,dry-sweep-17,140,0.39669014723792895,rmsprop,tanh,,he_normal,,190,223,218,,,,,,,,,,he_normal,,1588863149.1727943,10b433ae,0.39669014723792895,566.9288623332977,0.7627778053283691,rmsprop,140,112.0,,,0.7598710060119629,0.46009184914448903,0.4753294745584329,140.0,139.0,0.47592872584623,tanh,,,"{'sha256': '444dc756f5ee196293d163bd1c2a2057c96003b8b9611f4ff71b9dcad99a0dc0', 'path': 'media/graph/graph_summary_444dc756.graph.json', 'size': 1132, '_type': 'graph-file'}",218,190,223,,,,,
583,kind-sweep-16,162,0.25025643183397356,adam,tanh,,he_normal,,135,302,257,,,,,,,,,,he_normal,,1588862736.3473392,5e53c510,0.25025643183397356,879.1834919452667,0.7739236354827881,adam,162,153.0,,,0.7713293433189392,0.45374906063079834,0.4486199915409088,162.0,161.0,0.4570164680480957,tanh,,,"{'path': 'media/graph/graph_summary_64e6a1b9.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': '64e6a1b91152528a9cd7585f210cc8b5217327158e8f56897472fd482d9af7a1'}",257,135,302,,,,,
584,dutiful-sweep-15,428,0.31983302395182567,adam,tanh,,random_normal,,212,178,75,,,,,,,,,,random_normal,,1588862561.4637427,758861b6,0.31983302395182567,1527.7215604782104,0.7835069298744202,adam,428,406.0,,,0.7795138955116272,0.4325091251068645,0.44194269468386965,428.0,427.0,0.4447578016254637,tanh,,,"{'sha256': '851be56738901243212a0cffa3faf1301ff508f18ac411b0c839ee44bd7bc45d', 'path': 'media/graph/graph_summary_851be567.graph.json', 'size': 1130, '_type': 'graph-file'}",75,212,178,,,,,
585,youthful-sweep-14,111,0.32610721414658217,rmsprop,sigmoid,,random_normal,,111,239,80,,,,,,,,,,random_normal,,1588861014.9233818,5eccfbee,0.32610721414658217,448.9377737045288,0.7444097399711609,rmsprop,111,97.0,,,0.7460317611694336,0.47608923074745,0.4851458633608288,111.0,110.0,0.4810552826949529,sigmoid,,,"{'path': 'media/graph/graph_summary_3dccaab1.graph.json', 'size': 1130, '_type': 'graph-file', 'sha256': '3dccaab17bf6d751a10f48d65fc5616c75b0d3097e59c8aab0e94689d9b574a2'}",80,111,239,,,,,
586,different-sweep-13,292,0.2658786814073815,rmsprop,tanh,,he_normal,,246,402,243,,,,,,,,,,he_normal,,1588861836.137313,d64bf282,0.2658786814073815,2354.680862426758,0.7597916722297668,rmsprop,292,277.0,,,0.7603670358657837,0.4556035101413727,0.48187896609306335,292.0,291.0,0.4847138822078705,tanh,,,"{'path': 'media/graph/graph_summary_d38b0526.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': 'd38b0526931b620fdf775999bb2396d6bedcdc26f0f39c71942c1b06ba53bfe2'}",243,246,402,,,,,
587,celestial-sweep-12,422,0.32051810048732066,adam,sigmoid,,random_normal,,66,325,102,,,,,,,,,,random_normal,,1588860550.2755234,d85ba336,0.32051810048732066,1498.3831481933594,0.7667360901832581,adam,422,406.0,,,0.7658234238624573,0.4527465105293289,0.4536320901910464,422.0,421.0,0.45792437276196857,sigmoid,,,"{'path': 'media/graph/graph_summary_8bff0bec.graph.json', 'size': 1129, '_type': 'graph-file', 'sha256': '8bff0bec16543b12f74b608c53d51757eab3511050729173de9d44d3d42d28f1'}",102,66,325,,,,,
588,hopeful-sweep-11,257,0.12702484206131684,adam,sigmoid,,he_normal,,496,181,416,,,,,,,,,,he_normal,,1588859456.6967702,d5d3b71c,0.12702484206131684,1694.0967772006989,0.7697916626930237,adam,257,253.0,,,0.7695932388305664,0.4491238594055176,0.4525822699069977,257.0,256.0,0.45175719261169434,sigmoid,,,"{'path': 'media/graph/graph_summary_6823049f.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '6823049f4c79bfafc8a1e7da745537058b5f571515794d26e7a51772b055dff7'}",416,496,181,,,,,
589,serene-sweep-10,418,0.485807235915376,adam,sigmoid,,random_normal,,281,189,76,,,,,,,,,,random_normal,,1588859035.310977,8bf8b854,0.485807235915376,1829.75275182724,0.7733333110809326,adam,418,398.0,,,0.7716765999794006,0.4456014754516738,0.444966562870476,418.0,417.0,0.44833510409271904,sigmoid,,,"{'size': 1130, '_type': 'graph-file', 'sha256': '870827e9aabd3fa8c989c48e1e0ad1127ca56890bbc1bee700b876d253c46861', 'path': 'media/graph/graph_summary_870827e9.graph.json'}",76,281,189,,,,,
590,eager-sweep-9,148,0.1090393810158374,adam,tanh,,he_normal,,47,384,217,,,,,,,,,,he_normal,,1588857744.5926974,23756a8a,0.1090393810158374,710.6666119098663,0.773472249507904,adam,148,143.0,,,0.7687996029853821,0.4538643062114715,0.4518001675605774,148.0,147.0,0.45756104588508606,tanh,,,"{'sha256': '1b56645164284b1c4732f6307caeb4f118dd7fc707e66370e0dfae4953d0fd77', 'path': 'media/graph/graph_summary_1b566451.graph.json', 'size': 1130, '_type': 'graph-file'}",217,47,384,,,,,
591,mild-sweep-8,129,0.14235299517420374,rmsprop,sigmoid,,random_normal,,472,114,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,earthy-sweep-7,439,0.4948052190428483,rmsprop,tanh,,he_normal,,205,492,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,autumn-sweep-6,194,0.21557120698821053,adam,sigmoid,,he_normal,,70,489,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,fine-sweep-5,269,0.391384951691213,adam,tanh,,he_normal,,392,124,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,still-sweep-4,457,0.41351133284957287,adam,tanh,,he_normal,,81,246,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,fresh-sweep-3,357,0.14422724356365924,adam,sigmoid,,random_normal,,129,155,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,fluent-sweep-2,350,0.27353174594860713,adam,sigmoid,,he_normal,,312,234,245,,,,,,,,,,he_normal,,1588857182.484658,60bc779a,0.27353174594860713,1338.5278191566467,0.7698264122009277,adam,350,344.0,,,0.7701388597488403,0.4501860410684631,0.4564491487832533,350.0,349.0,0.4558780481181447,sigmoid,,,"{'path': 'media/graph/graph_summary_76779a80.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': '76779a80302c66e5d95f15b6334ce614f573f30a67fbc936066df916be5f72ad'}",245,312,234,,,,,
598,dutiful-sweep-1,324,0.22315855972526044,adam,tanh,,he_normal,,201,43,221,,,,,,,,,,he_normal,,1588856889.4698875,489abe30,0.22315855972526044,1085.6149098873138,0.7766319513320923,adam,324,305.0,,,0.7758928537368774,0.4245908558368683,0.4433488249778747,324.0,323.0,0.439799427986145,tanh,,,"{'path': 'media/graph/graph_summary_f882811d.graph.json', 'size': 1128, '_type': 'graph-file', 'sha256': 'f882811d1b78457dea7834b5e4a24369c2a3210740b933c0c47c0a8f992d43f5'}",221,201,43,,,,,
599,faithful-pyramid-1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,rose-sweep-52,476,0.17498531382041776,rmsprop,sigmoid,,random_normal,,103,218,323,,,,,,,,,,random_normal,,1588639800.3818254,5ab91ca2,0.17498531382041776,2580.146833181381,0.7444791793823242,rmsprop,476,463.0,,,0.7419642806053162,0.5101608686740436,0.5220351986090342,476.0,475.0,0.5261682984847871,sigmoid,,,"{'path': 'media/graph/graph_summary_4f1cee91.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': '4f1cee91daadd12e7240f4eb243a0a98d6b61fb0fb8071ce24dd02ae11f7f409'}",323,103,218,,,,,
601,lucky-sweep-51,339,0.4250885748110282,rmsprop,tanh,,he_normal,,378,416,418,,,,,,,,,,he_normal,,1588639116.0351243,1c1be626,0.4250885748110282,1996.7738947868347,0.7309374809265137,rmsprop,339,307.0,,,0.731795608997345,0.5272942185401917,0.5454403758049011,339.0,338.0,0.5478300452232361,tanh,,,"{'size': 1134, '_type': 'graph-file', 'sha256': 'c23ec7906dd628a9485e1740865db1f7f8a6e6f8dbfbf72d70ceedc6fe308d6b', 'path': 'media/graph/graph_summary_c23ec790.graph.json'}",418,378,416,,,,,
602,sage-sweep-50,394,0.4954448958255867,rmsprop,tanh,,he_normal,,285,383,462,,,,,,,,,,he_normal,,1588640708.5401113,3d2fee8a,0.4954448958255867,3963.349936246872,0.7288194298744202,rmsprop,394,205.0,,,0.7279266119003296,0.521388053894043,0.566805899143219,394.0,393.0,0.5699633955955505,tanh,,,"{'path': 'media/graph/graph_summary_70bfe8b7.graph.json', 'size': 1134, '_type': 'graph-file', 'sha256': '70bfe8b79e5b3375ca3e8ff40748dcfb708b27255d77f5bd7ef7617f7090106e'}",462,285,383,,,,,
603,hopeful-sweep-49,138,0.4698451179663275,rmsprop,tanh,,random_normal,,198,107,357,,,,,,,,,,random_normal,,1588636724.1372266,fa116cba,0.4698451179663275,521.0313923358917,0.7198264002799988,rmsprop,138,125.0,,,0.7124007940292358,0.5158026814460754,0.566399872303009,138.0,137.0,0.5769748687744141,tanh,,,"{'_type': 'graph-file', 'sha256': '75c52fa10b7a61300a9f1a0211c9e22fc061a14b8b6ac787369947e6a7ee9ee3', 'path': 'media/graph/graph_summary_75c52fa1.graph.json', 'size': 1132}",357,198,107,,,,,
604,summer-sweep-48,344,0.4887109576950706,rmsprop,tanh,,he_normal,,51,271,304,,,,,,,,,,he_normal,,1588637198.8137803,b7a2295a,0.4887109576950706,1970.004965543747,0.7102430462837219,rmsprop,344,314.0,,,0.7065972089767456,0.5141796602143182,0.564914798653788,344.0,343.0,0.5687104233673641,tanh,,,"{'_type': 'graph-file', 'sha256': 'c4b064e6d82830be72c6ef30daa6807fa8781ef7bbff18a7945713b6095dee40', 'path': 'media/graph/graph_summary_c4b064e6.graph.json', 'size': 1130}",304,51,271,,,,,
605,worldly-sweep-47,318,0.3831651034833763,rmsprop,tanh,,he_normal,,150,333,441,,,,,,,,,,he_normal,,1588637100.544421,9c378ae0,0.3831651034833763,1913.9028372764587,0.7263888716697693,rmsprop,318,177.0,,,0.7289186716079712,0.5162079930305481,0.5330947637557983,318.0,317.0,0.5312080979347229,tanh,,,"{'path': 'media/graph/graph_summary_ab279ae4.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': 'ab279ae4d316caee0fafa4b4c29e1b954588124e39d416a6993893f7057698c4'}",441,150,333,,,,,
606,neat-sweep-46,173,0.22470108448223225,adam,sigmoid,,he_normal,,218,368,249,,,,,,,,,,he_normal,,1588636181.4608388,622ce854,0.22470108448223225,1092.2880353927612,0.7372569441795349,adam,173,153.0,,,0.7338293790817261,0.5089662671089172,0.5102611780166626,173.0,172.0,0.5116895437240601,sigmoid,,,"{'_type': 'graph-file', 'sha256': 'a4a2bc0759ee76aa51f4dba070c111133f11095750a1cbfecf5d1a36062e9c9d', 'path': 'media/graph/graph_summary_a4a2bc07.graph.json', 'size': 1132}",249,218,368,,,,,
607,resilient-sweep-45,102,0.30058542586411285,adam,tanh,,he_normal,,449,84,372,,,,,,,,,,he_normal,,1588635199.2943797,57549c98,0.30058542586411285,562.59707903862,0.7335069179534912,adam,102,95.0,,,0.7360119223594666,0.5099175827607276,0.5256177241437965,102.0,101.0,0.5197989338447178,tanh,,,"{'path': 'media/graph/graph_summary_f9e14945.graph.json', 'size': 1131, '_type': 'graph-file', 'sha256': 'f9e1494539ba6da0ec64d21e5ae0e36ec0b0fd40bc2dbca186c0a14b9cb4392a'}",372,449,84,,,,,
